id,name,city,state,lon,lat
2770,"Madera Community Hospital","MADERA","CA",-0120.044601,+0036.943836
2771,"Madera Sanitarium (historical)","MADERA","CA",-0120.064049,+0036.959118
2772,"Magnolia Hospital","LONG BEACH","CA",-0118.198402,+0033.795578
2773,"Mammoth Hospital","MAMMOTH LAKES","CA",-0118.962639,+0037.643826
2774,"Manteca Hospital","LATHROP","CA",-0121.223831,+0037.797707
2775,"Marin County Health Center","CORTE MADERA","CA",-0122.518585,+0037.971592
2776,"Marin County Hospital","FAIRFAX","CA",-0122.567482,+0038.028255
2777,"Mark Twain Hospital","SAN ANDREAS","CA",-0120.669655,+0038.191029
2778,"Marshal Hale Memorial Hospital","SAN FRANCISCO","CA",-0122.454414,+0037.786598
2779,"Marshall Hospital","DIAMOND SPRINGS","CA",-0120.791603,+0038.725185
2780,"Martin Luther Hospital","ANAHEIM","CA",-0117.945335,+0033.851124
2781,"Martinez Community Hospital","BENICIA","CA",-0122.133575,+0038.007698
2782,"Mayer Memorial Hospital","FALL RIVER MILLS","CA",-0121.423874,+0041.023495
2783,"McIntire Hospital","RIDGECREST","CA",-0117.653679,+0035.657734
2784,"Medical Center of North Hollywood","VAN NUYS","CA",-0118.409248,+0034.158066
2785,"Memorial Hospital of Gardena","COMPTON","CA",-0118.295349,+0033.892796
2786,"Mendocino Coast District Hospital","FORT BRAGG","CA",-0123.800301,+0039.431828
2787,"Mendocino State Hospital","TALMAGE","CA",-0123.156944,+0039.134613
2788,"Menifee Valley Medical Center","HOMELAND","CA",-0117.171150,+0033.718349
2789,"Menlo Medical Clinic","PALO ALTO","CA",-0122.186638,+0037.449940
2790,"Merced Medical Center","MERCED","CA",-0120.473526,+0037.294113
2791,"Mercy Hospital","CORONADO","CA",-0117.160042,+0032.751438
2792,"Mercy Hospital","BAKERSFIELD","CA",-0119.027046,+0035.372738
2793,"Mercy Hospital","MERCED","CA",-0120.478241,+0037.312439
2794,"Mercy Hospital of Folsom","FOLSOM","CA",-0121.149673,+0038.670734
2795,"Mercy Medical Center","MOUNT SHASTA","CA",-0122.321404,+0041.318203
2796,"Mercy Medical Center","REDDING","CA",-0122.394455,+0040.571545
2797,"Mercy San Juan Hospital","ANTELOPE","CA",-0121.314117,+0038.669903
2798,"Merrithew Memorial Hospital","BENICIA","CA",-0122.132469,+0038.006310
2799,"Methodist Hospital","EL MONTE","CA",-0118.043961,+0034.132507
2800,"Methodist Hospital of Sacramento","FLORIN","CA",-0121.416344,+0038.462967
2801,"Metropolitan State Hospital","DOWNEY","CA",-0118.070900,+0033.925846
2802,"Midway Hospital Medical Center","BEVERLY HILLS","CA",-0118.359238,+0034.056683
2803,"Millbrae Serra Sanitarium (historical)","BURLINGAME","CA",-0122.387474,+0037.600216
2804,"Mission Hospital","EAST LOS ANGELES","CA",-0118.211739,+0033.973347
2805,"Mission Hospital","CAPITOLA","CA",-0122.030792,+0036.978561
2806,"Mission Valley Medical Center","CANYON LAKE","CA",-0117.289482,+0033.631134
2807,"Mission Valley Medical Center","CANYON LAKE","CA",-0117.286697,+0033.620583
2808,"Modesto City Hospital","CERES","CA",-0120.990768,+0037.643539
2809,"Modesto Veterinary Hospital","CERES","CA",-0121.006325,+0037.644371
2810,"Modoc Medical Center","ALTURAS","CA",-0120.546066,+0041.479893
2811,"Monrovia Community Hospital","AZUSA","CA",-0117.992569,+0034.148617
2812,"Monterey Park Hospital","ALHAMBRA","CA",-0118.138123,+0034.049450
2813,"Monterey Sanitarium","ALHAMBRA","CA",-0118.088402,+0034.043072
2814,"Morse Hospital (historical)","HEALDSBURG","CA",-0122.866936,+0038.610737
2815,"Motion Picture Country House and Hospital","WOODLAND HILLS","CA",-0118.636200,+0034.157505
2816,"Mount Diablo Medical Center","CONCORD","CA",-0122.033577,+0037.983253
2817,"Mount Helix Hospital","LA MESA","CA",-0117.043640,+0032.774769
2818,"Mount Mesa Sanitarium (historical)","ADELANTO","CA",-0117.773674,+0034.778595
2819,"Mount Zion Hospital","SAN FRANCISCO","CA",-0122.439140,+0037.784649
2820,"Mountains Community Hospital","LAKE ARROWHEAD","CA",-0117.168655,+0034.265568
2821,"Murphy Memorial Hospital (historical)","WHITTIER","CA",-0118.029510,+0033.981953
2822,"Napa County Health Department","NAPA","CA",-0122.298027,+0038.289085
2823,"Napa State Hospital","NAPA","CA",-0122.266365,+0038.277977
2824,"Newhall Community Hospital","SANTA CLARITA","CA",-0118.527588,+0034.377495
2825,"Nippon Hospital (historical)","AUGUST","CA",-0121.292168,+0037.950485
2826,"North Bay Medical Center","FAIRFIELD","CA",-0122.048019,+0038.261581
2827,"North County Health Center","BRISBANE","CA",-0122.435257,+0037.658546
2828,"North Kern Hospital","WASCO","CA",-0119.351509,+0035.593567
2829,"Northern Inyo Hospital","BISHOP","CA",-0118.405945,+0037.361866
2830,"Wibaux Clinic","WIBAUX","MT",-0104.187988,+0046.986687
2831,"Northridge Hospital Medical Center","WOODLAND HILLS","CA",-0118.533417,+0034.220005
2832,"Norwalk Community Hospital","DOWNEY","CA",-0118.063957,+0033.910847
2833,"Novato Community Hospital","LUCAS VALLEY-MARINWOOD","CA",-0122.579979,+0038.097420
2834,"O'Connor Hospital","CAMPBELL","CA",-0121.938568,+0037.328003
2835,"Oak Knoll Naval Hospital","OAKLAND","CA",-0122.147186,+0037.765209
2836,"Oak Park Community Hospital","AUGUST","CA",-0121.290497,+0037.976593
2837,"Oak Park Hospital","HAWTHORNE","CA",-0118.279800,+0033.960014
2838,"Oak Valley Hospital","OAKDALE","CA",-0120.861046,+0037.757706
2839,"Oakland Hospital","OAKLAND","CA",-0122.231354,+0037.781036
2840,"Oaks Sanitarium (historical)","LEXINGTON HILLS","CA",-0121.995506,+0037.199387
2841,"Olive View Hospital","SAN FERNANDO","CA",-0118.452026,+0034.325829
2842,"Ontario Hospital","CHINO","CA",-0117.641998,+0034.069183
2843,"Orange County Community Hospital","BUENA PARK","CA",-0118.013954,+0033.831123
2844,"Oroville Hospital","OROVILLE","CA",-0121.541084,+0039.506557
2845,"Pacific Alliance Medical Center","EAST LOS ANGELES","CA",-0118.239235,+0034.065292
2846,"Pacific Hospital of Long Beach","LONG BEACH","CA",-0118.193123,+0033.806957
2847,"Pacific State Hospital","DIAMOND BAR","CA",-0117.808395,+0034.040573
2848,"Pacifica Hospital","COSTA MESA","CA",-0117.992561,+0033.690300
2849,"Pacifica Hospital of the Valley","SAN FERNANDO","CA",-0118.396744,+0034.240284
2850,"Pacoima Memorial Hospital","SAN FERNANDO","CA",-0118.383698,+0034.281670
2851,"Palm Harbor Hospital","ANAHEIM","CA",-0117.917564,+0033.777515
2852,"Palmdale Hospital Medical Center","PALMDALE","CA",-0118.105911,+0034.556931
2853,"Palo Alto Medical Foundation Clinic","PALO ALTO","CA",-0122.157188,+0037.443550
2854,"Palo Verde Hospital","BLYTHE","AZ",-0114.594681,+0033.613632
2855,"Palomar Memorial Hospital","ESCONDIDO","CA",-0117.080299,+0033.128098
2856,"Parkview Hospital","PEDLEY","CA",-0117.438660,+0033.926685
2857,"Pasadena Hospital","ALTADENA","CA",-0118.151192,+0034.177509
2858,"Patton State Hospital","HIGHLAND","CA",-0117.214211,+0034.138073
2859,"Peabody Hospital (historical)","BENICIA","CA",-0122.161903,+0038.052422
2860,"Peninsula Hospital","BURLINGAME","CA",-0122.383583,+0037.591324
2861,"Peralta Hospital","BERKELEY","CA",-0122.265800,+0037.819649
2862,"Petaluma Valley Hospital","PETALUMA","CA",-0122.633041,+0038.254086
2863,"Physicians Community Hospital","ASHLAND","CA",-0122.130798,+0037.716042
2864,"Pioneer Hospital","LAKEWOOD","CA",-0118.083122,+0033.868626
2865,"Pioneer Memorial Hospital","BRAWLEY","CA",-0115.553886,+0032.958935
2866,"Placentia Linda Community Hospital","ANAHEIM","CA",-0117.843109,+0033.886955
2867,"Plumas District Hospital","QUINCY","CA",-0120.961632,+0039.939613
2868,"Pomona Convalescent Home","MONTCLAIR","CA",-0117.752563,+0034.063900
2869,"Pomona Medical Center","MONTCLAIR","CA",-0117.752281,+0034.064732
2870,"Pomona Valley Hospital","MONTCLAIR","CA",-0117.750061,+0034.076683
2871,"Porterville Hospital","PORTERVILLE","CA",-0119.014259,+0036.070511
2872,"Porterville State Hospital","PORTERVILLE","CA",-0118.982597,+0036.040230
2873,"Presbyterian Medical Center","SAN FRANCISCO","CA",-0122.431915,+0037.790489
2874,"Providence Hospital","BERKELEY","CA",-0122.263863,+0037.819366
2875,"Queen Of Angels Hospital","DOWNTOWN LOS ANGELES","CA",-0118.269241,+0034.074730
2876,"Queen of the Valley Hospital","NAPA","CA",-0122.296364,+0038.324631
2877,"Queen of the Valley Hospital","EL MONTE","CA",-0117.945618,+0034.063622
2878,"Rancho Los Amigos Medical Center","COMPTON","CA",-0118.160072,+0033.923077
2879,"Redbud Community Hospital","CLEARLAKE","CA",-0122.619987,+0038.935455
2880,"Redding Medical Center","KESWICK","CA",-0122.387794,+0040.585434
2881,"Redlands Community Hospital","LOMA LINDA","CA",-0117.205307,+0034.036686
2882,"Redwood Medical Clinic","BELMONT","CA",-0122.275795,+0037.523544
2883,"Redwood Memorial Hospital","FERNBRIDGE","CA",-0124.136162,+0040.582634
2884,"Reed Institute","BEVERLY HILLS","CA",-0118.444809,+0034.066116
2885,"Reedley Hospital (historical)","DINUBA","CA",-0119.457352,+0036.590229
2886,"Rial Hospital","BAKERSFIELD","CA",-0119.007042,+0035.391350
2887,"Richmond Health Center","EAST RICHMOND HEIGTS","CA",-0122.361641,+0037.934925
2888,"Ridgecrest Community Hospital","RIDGECREST","CA",-0117.671463,+0035.640785
2889,"Rio Hondo Memorial Hospital","DOWNEY","CA",-0118.113678,+0033.963627
2890,"River Bluff Convalescent Hospital","RIVERBANK","CA",-0120.948547,+0037.737148
2891,"Riverside Community Hospital","HIGHGROVE","CA",-0117.380875,+0033.976406
2892,"Riverside General Hospital","HOME GARDENS","CA",-0117.454208,+0033.917515
2893,"Robert F Kennedy Medical Center","HAWTHORNE","CA",-0118.355629,+0033.927795
2894,"Rone Hospital (historical)","ROSELAND","CA",-0122.701927,+0038.442413
2895,"Rose Hospital","CULVER CITY","CA",-0118.340904,+0033.992512
2896,"Roseville Hospital","ANTELOPE","CA",-0121.271339,+0038.740730
2897,"Ross General Hospital","CORTE MADERA","CA",-0122.551369,+0037.959644
2898,"Saddleback Memorial Medical Center","ALISO VIEJO","CA",-0117.709778,+0033.608353
2899,"Saint Agnes Hospital","FRESNO","CA",-0119.818474,+0036.761887
2900,"Saint Agnes Medical Center","CLOVIS","CA",-0119.765976,+0036.835232
2901,"Saint Annes Hospital","DOWNTOWN LOS ANGELES","CA",-0118.279518,+0034.071953
2902,"Saint Bernardine Hospital","MUSCOY","CA",-0117.277550,+0034.134453
2903,"Saint Christophers Convalescent Hospital and Sanitarium","LAKEWOOD","CA",-0118.165337,+0033.791409
2904,"Saint Dominics Hospital","LATHROP","CA",-0121.244942,+0037.798538
2905,"Saint Elizabeth Hospital","RED BLUFF","CA",-0122.232498,+0040.175438
2906,"Saint Francis Hospital","SAN FRANCISCO","CA",-0122.434410,+0037.767990
2907,"Saint Francis Hospital","SANTA BARBARA","CA",-0119.701248,+0034.433605
2908,"Saint Francis Memorial Hospital","SAN FRANCISCO","CA",-0122.416641,+0037.789368
2909,"Saint Helena Hospital and Health Center","ANGWIN","CA",-0122.474701,+0038.542690
2910,"Saint Johns Hospital","MARINA DEL REY","CA",-0118.479248,+0034.030293
2911,"Saint Johns Hospital","OXNARD","CA",-0119.185379,+0034.205563
2912,"Saint Joseph Medical Center","BURBANK","CA",-0118.329239,+0034.156399
2913,"Saint Josephs Hospital","ANAHEIM","CA",-0117.862831,+0033.781685
2914,"Saint Josephs Hospital","AUGUST","CA",-0121.288277,+0037.971035
2915,"Saint Josephs Hospital","BAYVIEW","CA",-0124.142563,+0040.783741
2916,"Saint Jude Medical Center","ANAHEIM","CA",-0117.926170,+0033.894455
2917,"Saint Judes Hospital","FOLSOM","CA",-0121.159119,+0038.681576
2918,"Saint Luke Medical Center","ALTADENA","CA",-0118.095901,+0034.168339
2919,"Saint Lukes Hospital","BRISBANE","CA",-0122.420807,+0037.747150
2920,"Saint Mary Desert Valley Hospital","APPLE VALLEY","CA",-0117.265594,+0034.542217
2921,"Saint Marys Hospital","SAN FRANCISCO","CA",-0122.453300,+0037.773262
2922,"Saint Pauls Hospital (historical)","LIVERMORE","CA",-0121.766350,+0037.675491
2923,"Saint Vincent Medical Center","DOWNTOWN LOS ANGELES","CA",-0118.272850,+0034.063900
2924,"Samaritan Medical Center","SAN CLEMENTE","CA",-0117.650055,+0033.456966
2925,"San Antonio Hospital","MONTCLAIR","CA",-0117.637825,+0034.101402
2926,"San Benito Health Foundation and Clinic","HOLLISTER","CA",-0121.416328,+0036.853016
2927,"San Bernardino Community Hospital","MUSCOY","CA",-0117.319771,+0034.131401
2928,"San Dimas Community Hospital","POMONA","CA",-0117.834785,+0034.097507
2929,"San Fernando Hospital","SAN FERNANDO","CA",-0118.444244,+0034.276672
2930,"San Francisco Community Convalescent Hospital","SAN FRANCISCO","CA",-0122.441360,+0037.785759
2931,"San Francisco Hospital","BRISBANE","CA",-0122.404144,+0037.754650
2932,"San Francisco Psychoanalytic Institute","SAN FRANCISCO","CA",-0122.440521,+0037.785488
2933,"San Gabriel Valley Hospital","ALHAMBRA","CA",-0118.098404,+0034.099728
2934,"San Gabriel Valley Medical Center","ALHAMBRA","CA",-0118.105904,+0034.100567
2935,"San Gorgonio Pass Memorial Hospital","BANNING","CA",-0116.945854,+0033.932236
2936,"San Joaquin Community Hospital","BAKERSFIELD","CA",-0119.019539,+0035.383846
2937,"San Joaquin County Hospital","FRENCH CAMP","CA",-0121.284660,+0037.886314
2938,"San Jose Hospital","EAST FOOTHILLS","CA",-0121.876900,+0037.343273
2939,"San Jose Hospital","EAST FOOTHILLS","CA",-0121.806892,+0037.390221
2940,"San Mateo County General Hospital","BELMONT","CA",-0122.299690,+0037.531044
2941,"San Pedro Peninsula Hospital","SAN PEDRO","CA",-0118.307014,+0033.739189
2942,"San Ramon Regional Hospital","BLACKHAWK","CA",-0121.959961,+0037.776867
2943,"Sanger Hospital","SANGER","CA",-0119.572906,+0036.707451
2944,"Sant Mary Medical Center","LONG BEACH","CA",-0118.186180,+0033.779739
2945,"Santa Anita Sanitarium","EL MONTE","CA",-0118.044792,+0034.102509
2946,"Santa Barbara General Hospital","SANTA BARBARA","CA",-0119.780968,+0034.444996
2947,"Santa Fe Hospital","EAST LOS ANGELES","CA",-0118.216736,+0034.038620
2948,"Santa Marta Hospital","ALHAMBRA","CA",-0118.171738,+0034.039181
2949,"Santa Monica Hospital and Medical Center","MARINA DEL REY","CA",-0118.486473,+0034.026951
2950,"Santa Monica Medical Center","MARINA DEL REY","CA",-0118.500633,+0034.018341
2951,"Santa Rita Rehabilitation Center","DUBLIN","CA",-0121.882179,+0037.704372
2952,"Santa Rosa Memorial Hospital","ROSELAND","CA",-0122.700821,+0038.443802
2953,"Santa Teresa Community Hospital","FREMONT","CA",-0121.800232,+0037.239944
2954,"Santa Teresita Hospital","AZUSA","CA",-0117.978683,+0034.142509
2955,"Sawtelle Veterans Hospital","BEVERLY HILLS","CA",-0118.456749,+0034.057507
2956,"Scenic General Hospital","CERES","CA",-0120.977715,+0037.646320
2957,"Scripps Clinic","EAST HEMET","CA",-0116.937248,+0033.781960
2958,"Scripps Memorial Hospital","ALPINE","CA",-0117.225586,+0032.885044
2959,"Seaside Hospital","CRESCENT CITY","CA",-0124.203690,+0041.747616
2960,"Seaside Memorial Hospital","LONG BEACH","CA",-0118.197571,+0033.784187
2961,"Selma Hospital","KINGSBURG","CA",-0119.598740,+0036.568012
2962,"Selma Sanitarium (historical)","FOWLER","CA",-0119.612640,+0036.572731
2963,"Sequoia Hospital","ATHERTON","CA",-0122.254684,+0037.479660
2964,"Seton Medical Center","BRISBANE","CA",-0122.474411,+0037.679935
2965,"Shasta General Hospital","REDDING","CA",-0122.380562,+0040.550156
2966,"Sher-Wood Hospital","VAN NUYS","CA",-0118.428413,+0034.200565
2967,"Sherman Oaks Community Hospital","VAN NUYS","CA",-0118.449524,+0034.160286
2968,"Shriners Hospital","BROADMOOR","CA",-0122.477196,+0037.756603
2969,"Sierra Community Hospital","FARMERSVILLE","CA",-0119.292336,+0036.316059
2970,"Sierra Gateway Hospital","CLOVIS","CA",-0119.723198,+0036.844120
2971,"Sierra Hospital","FRESNO","CA",-0119.786255,+0036.787731
2972,"Sierra Hospital","COLUMBIA","CA",-0120.389923,+0037.979645
2973,"Sierra Kings Hospital","PARLIER","CA",-0119.451790,+0036.608280
2974,"Sierra Madre Community Hospital","ALTADENA","CA",-0118.057571,+0034.162228
2975,"Sierra Nevada Memorial Hospital","CEDAR RIDGE","CA",-0121.044388,+0039.229065
2976,"Sierra View Hospital","PORTERVILLE","CA",-0119.027611,+0036.069122
2977,"Sierra Vista Regional Medical Center","SAN LUIS OBISPO","CA",-0120.665443,+0035.292473
2978,"Signal Hill Hospital","LONG BEACH","CA",-0118.176460,+0033.787239
2979,"Sonoma Valley Hospital","BOYES HOT SPRINGS","CA",-0122.465813,+0038.288246
2980,"Sonoma Valley Hospital","BOYES HOT SPRINGS","CA",-0122.424980,+0038.301586
2981,"Sonora Community Hospital","COLUMBIA","CA",-0120.391029,+0037.979645
2982,"South Bay Hospital","HAWTHORNE","CA",-0118.378967,+0033.853626
2983,"South Coast Medical Center Hospital","ALISO VIEJO","CA",-0117.740608,+0033.500858
2984,"South Valley Hospital","GILROY","CA",-0121.571335,+0037.036617
2985,"Southern California Sanitarium (historical)","BEVERLY HILLS","CA",-0118.415909,+0034.028072
2986,"Southern Humboldt Medical Center","BENBOW","CA",-0123.792244,+0040.101536
2987,"Southern Inyo Hospital","LONE PINE","CA",-0118.057861,+0036.609104
2988,"Southern Pacific Hospital","SAN FRANCISCO","CA",-0122.442192,+0037.773823
2989,"Stanford Childrens Hospital","PALO ALTO","CA",-0122.175797,+0037.441048
2990,"Stanford University Hospital","LOS ALTOS HILLS","CA",-0122.175247,+0037.432999
2991,"Stanislaus Memorial Hospital","CERES","CA",-0120.974373,+0037.668541
2992,"Stevenson Hospital","EL CAJON","CA",-0117.025581,+0032.776440
2993,"Stockton Developmental Center","AUGUST","CA",-0121.284668,+0037.965755
2994,"Sutter County Hospital","LINDA","CA",-0121.619682,+0039.154613
2995,"Sutter Davis Hospital","DAVIS","CA",-0121.771637,+0038.562126
2996,"Sutter Hospital","RALEY FIELD","CA",-0121.469398,+0038.571014
2997,"Sutter Memorial Hospital","RALEY FIELD","CA",-0121.438286,+0038.571014
2998,"Taft Medical Center","TAFT","CA",-0119.451233,+0035.139965
2999,"Tamalpais Convalescent Hospital","FAIRFAX","CA",-0122.520531,+0038.002422
3000,"Tehama County Health Center","RED BLUFF","CA",-0122.254997,+0040.169876
3001,"Temple Hospital","DOWNTOWN LOS ANGELES","CA",-0118.283966,+0034.075573
3002,"Terrace Plaza Medical Center","EL MONTE","CA",-0117.967567,+0034.063072
3003,"Thompson Memorial Medical Center","BURBANK","CA",-0118.305077,+0034.183617
3004,"Tracy Community Memorial Hospital","TRACY","CA",-0121.434113,+0037.743816
3005,"Tri-City Hospital","CARLSBAD","CA",-0117.290306,+0033.185596
3006,"Trinity General Hospital","WEAVERVILLE","CA",-0122.939468,+0040.737926
3007,"Trinity Hospital","ARCATA","CA",-0124.079506,+0040.871521
3008,"Tulare County General Hospital","TULARE","CA",-0119.342339,+0036.195782
3009,"Tulare County Mental Health Center","DINUBA","CA",-0119.380394,+0036.546059
3010,"Tuolumne General Hospital","COLUMBIA","CA",-0120.377968,+0037.974094
3011,"Turlock Community Hospital","DENAIR","CA",-0120.842979,+0037.494656
3012,"Tustin Hospital Medical Center","SANTA ANA","CA",-0117.828384,+0033.730019
3013,"Ukiah Valley Medical Center","TALMAGE","CA",-0123.203331,+0039.153782
3014,"United States Marine Hospital","SAUSALITO","CA",-0122.474693,+0037.788536
3015,"United States Veterans Hospital","LAKEWOOD","CA",-0118.118958,+0033.777794
3016,"United States Veterans Hospital","SAN FERNANDO","CA",-0118.482857,+0034.246674
3017,"United States Veterans Hospital","SAN FERNANDO","CA",-0118.417854,+0034.326111
3018,"University of California Davis Medical Center","RALEY FIELD","CA",-0121.456070,+0038.554905
3019,"University of California Irvine Medical Center","ANAHEIM","CA",-0117.887833,+0033.787235
3020,"University of California Medical Center","SAN FRANCISCO","CA",-0122.458023,+0037.762432
3021,"University of Southern California University Hospital","ALHAMBRA","CA",-0118.202019,+0034.062511
3022,"Vallejo General Hospital","VALLEJO","CA",-0122.252754,+0038.109638
3023,"Vallejo General Hosptial","VALLEJO","CA",-0122.237473,+0038.131310
3024,"Valley Care Center","PORTERVILLE","CA",-0119.035110,+0036.050785
3025,"Valley Childrens Hospital","AUBERRY","CA",-0119.793762,+0036.894669
3026,"Valley Community Hospital","BLUEGUM","CA",-0122.208031,+0039.521271
3027,"Valley Hospital","CLOVIS","CA",-0119.764305,+0036.778282
3028,"Valley Hospital Medical Center","VAN NUYS","CA",-0118.450089,+0034.199722
3029,"Valley Medical Center of Fresno","FRESNO","CA",-0119.753197,+0036.738010
3030,"Valley Memorial Hospital","LIVERMORE","CA",-0121.781898,+0037.677151
3031,"Valley Presbyterian Hospital","VAN NUYS","CA",-0118.462852,+0034.195004
3032,"Verdugo Hills Hospital","ALTADENA","CA",-0118.215630,+0034.204723
3033,"Veterans Hospital","FRESNO","CA",-0119.777367,+0036.773010
3034,"Veterans Memorial Hospital","MARTINEZ","CA",-0122.115799,+0037.994362
3035,"Victor Valley Community Hospital","APPLE VALLEY","CA",-0117.293381,+0034.528328
3036,"Villa Sanitarium (historical)","BRISBANE","CA",-0122.468582,+0037.691872
3037,"Visalia Convalescent Hospital","FARMERSVILLE","CA",-0119.271507,+0036.340782
3038,"W G Jones Memorial Hospital (historical)","CEDAR RIDGE","CA",-0121.066620,+0039.216003
3039,"Wadsworth Hospital Center","BEVERLY HILLS","CA",-0118.462585,+0034.058338
3040,"Walnut Creek Hospital","ALAMO","CA",-0122.039406,+0037.911865
3041,"Warrick Medical Center Hospital","ROSELAND","CA",-0122.663879,+0038.441303
3042,"Washington Township Hospital","FREMONT","CA",-0121.979675,+0037.557434
3043,"Weed Army Community Hospital",,"CA",-0116.688080,+0035.265533
3044,"Weed Clinic","WEED","CA",-0122.384743,+0041.426811
3045,"Weimer Medical Center","LAKE OF THE PINES","CA",-0120.976883,+0039.036839
3046,"West Anaheim Medical Center","BUENA PARK","CA",-0117.994781,+0033.825577
3047,"West Hills Regional Medical Center","WOODLAND HILLS","CA",-0118.628426,+0034.201942
3048,"West Medical Center","BEVERLY HILLS","CA",-0118.448135,+0034.059727
3049,"West Memorial Infirmary","AUGUST","CA",-0121.311890,+0037.980206
3050,"West Side Hospital","NEWMAN","CA",-0121.010757,+0037.285770
3051,"West Valley Hospital","WOODLAND HILLS","CA",-0118.608704,+0034.220284
3052,"Western Medical Center-Anaheim","ANAHEIM","CA",-0117.909782,+0033.819736
3053,"Western Medical Center-Bartlett","ORANGE","CA",-0117.862000,+0033.755020
3054,"Westlake Medical Center","AGOURA HILLS","CA",-0118.821205,+0034.146393
3055,"Westminster Hospital","CYPRESS","CA",-0117.995331,+0033.762794
3056,"Westside Hospital","BEVERLY HILLS","CA",-0118.362579,+0034.059452
3057,"Wheeler Hospital (historical)","GILROY","CA",-0121.577446,+0037.005775
3058,"White Memorial Hospital","EAST LOS ANGELES","CA",-0118.217575,+0034.050011
3059,"Whittier Hospital Medical Center","WHITTIER","CA",-0118.003403,+0033.949730
3060,"Wish-I-Ah Sanatorium","AUBERRY","CA",-0119.497643,+0037.109390
3061,"Woodland Clinic Hospital","WOODLAND","CA",-0121.771072,+0038.672405
3062,"Woodland Surgical Center","WOODLAND","CA",-0121.792183,+0038.663795
3063,"Yolo County General Hospital","WOODLAND","CA",-0121.792465,+0038.685734
3064,"Yuba County Hospital","LINDA","CA",-0121.599403,+0039.149063
3065,"American Medical Center","EDGEWATER","CO",-0105.067482,+0039.743599
3066,"Beth Israel Hospital (historical)","EDGEWATER","CO",-0105.035545,+0039.743317
3067,"Bethesda Hospital","GLENDALE","CO",-0104.934975,+0039.671379
3068,"Boulder Community Hospital","BOULDER","CO",-0105.283051,+0040.025814
3069,"Boulder County Hospital","BOULDER","CO",-0105.293877,+0040.018314
3070,"Cedar Springs Hospital","GREENLAND","CO",-0104.816635,+0038.801933
3071,"Childrens Hospital","GLENDALE","CO",-0104.974144,+0039.745819
3072,"Colorado Christian Home","WESTMINSTER EAST","CO",-0105.043045,+0039.759159
3073,"Colorow Care Center","OLATHE","CO",-0107.977287,+0038.601093
3074,"Community Care Hospital of America (historical)","BOWIE","CO",-0107.581718,+0038.864708
3075,"Cragmor Sanatorium","COLORADO SPRINGS","CO",-0104.794975,+0038.890553
3076,"Craig Rehabilitation Hospital","EDGEWATER","CO",-0105.064430,+0039.741657
3077,"Denver General Hospital","GLENDALE","CO",-0104.991920,+0039.727207
3078,"Durango Medical Center","DURANGO","CO",-0107.875343,+0037.283062
3079,"Eben-Ezer Hospital","BRUSH","CO",-0103.643562,+0040.254700
3080,"Fort Logan Mental Health Center","CHERRY KNOLLS","CO",-0105.040825,+0039.643318
3081,"Fort Lyon Veterans Hospital","FORT LYON","CO",-0103.132423,+0038.076397
3082,"Four Corners Healthcare Center","DURANGO","CO",-0107.880066,+0037.299438
3083,"Heliport Hospital","AIR FORCE ACADEMY","CO",-0104.885254,+0038.991661
3084,"Jewish National Home for Asthmatic Children","EDGEWATER","CO",-0105.032478,+0039.748047
3085,"Lutheran Hospital","APPLEWOOD","CO",-0105.089714,+0039.768879
3086,"Memorial Hospital","CAMPION","CO",-0105.090256,+0040.397205
3087,"Memorial Hospital","BOULDER","CO",-0105.293327,+0040.021095
3088,"Memorial Hospital","CRAIG","CO",-0107.537010,+0040.519138
3089,"Mercy Hospital","DURANGO","CO",-0107.873955,+0037.283894
3090,"Mercy Medical Arts Building","DURANGO","CO",-0107.874519,+0037.282505
3091,"Mercy Medical Center of Durango North Campus","DURANGO","CO",-0107.865067,+0037.307781
3092,"Montrose Memorial Hospital","MONTROSE","CO",-0107.865616,+0038.479156
3093,"Montrose Memorial Hospital-Rehabilitation Services","RIDGWAY","CO",-0107.754227,+0038.151932
3094,"National Jewish Hospital","DENVER","CO",-0104.941643,+0039.739159
3095,"Offielo Nursing Home (historical)","WESTERN HILLS","CO",-0105.029709,+0039.763878
3096,"Park Avenue Hospital (historical)","GLENDALE","CO",-0104.969421,+0039.741100
3097,"Parkview Hospital","PUEBLO","CO",-0104.614136,+0038.281395
3098,"Porter Memorial Hospital","GLENDALE","CO",-0104.975250,+0039.670269
3099,"Presbyterian Medical Center","GLENDALE","CO",-0104.966644,+0039.747208
3100,"Riverside Medical Building","DURANGO","CO",-0107.873955,+0037.284172
3101,"Saint Anthony Hospital","EDGEWATER","CO",-0105.041649,+0039.742767
3102,"Saint Anthony North Hospital","CORONADO","CO",-0105.017471,+0039.849983
3103,"Saint Joseph Hospital","GLENDALE","CO",-0104.969147,+0039.745548
3104,"Saint Luke Hospital (historical)","GLENDALE","CO",-0104.980255,+0039.746658
3105,"Saint Mary Corwin Hospital","BLENDE","CO",-0104.622208,+0038.234444
3106,"Saint Mary Hospital","PUEBLO","CO",-0104.627472,+0038.257504
3107,"Saint Marys Family Medical Center","RIDGWAY","CO",-0107.754227,+0038.151932
3108,"Sands House Sanatarium (historical)","EDGEWATER","CO",-0105.055542,+0039.755550
3109,"Sierra Vista Nursing Home","CAMPION","CO",-0105.092751,+0040.400265
