id,year,text,Council_District
1473,2016,TRAFFIC NEEDS ADDRESSING ON ALL HWYS AND STREETS,10
1474,2016,TRAFFIC ON MOPAC AND I-35,7
1475,2016,TRAFFIC PLEASE!,10
1476,2016,Traffic problems,3
1477,2016,Traffic problems (SURPRISE!!!),8
1478,2016,Traffic problems getting worse,3
1479,2016,TRAFFIC SAFETY IMPROVEMENTS,9
1480,2016,Traffic signals need to be synchronized to provide for better flow of traffic around the city.,10
1481,2016,TRAFFIC SUCKS,1
1482,2016,"TRAFFIC, TRAFFIC, TRAFFIC.  eliminate left turns downtown.  more one way streets downtown,  maybe make certain portions = pedestrian only areas.
more lanes for highways and NO TOLL ROADS!",5
1483,2016,Traffic.,3
1484,2016,Traffic.,10
1485,2016,traffic. One express lane on MOPAC that doesn't cross the river  doesn't seem like it will do much.,4
1486,2016,Traffic. Please help. Stop stupid pet projects.,6
1487,2016,Train law enforcement staff the proper way to deal with hostile perpetrators.  No police brutality accepted.,7
1488,2016,"Transparency - provide clear goals and accountability around use of our resources, provide vision and priority of what's happening.",7
1489,2016,TRANSPORTATION AND INFRASTRUCTURE POOR PLANNING.,7
1490,2016,"Transportation improvements--light rail, bike facilities, roadways, sidewalks",10
1491,2016,"TRANSPORTATION NEED TO CREATE EXCELLENT PUBLIC TRANSIT SYSTEM. EXTRA LANES ON MOPED SHOULD BE REWARDING CARPOOLING, NOT INCOME. YOU ARE CONTRIBUTING TO THE INCOME DIVIDE",10
1492,2016,TRANSPORTATION PROBLEMS,3
1493,2016,TRIM TREES. LOWER UTILITY EXTRA CHARGES.,3
1494,2016,Try not to be too left leaning in finalizing decisions.,7
1495,2016,TURNING OUR ROADS INTO TOLL ROADS IS A STUPID AND HAS NOT HELPED OUR TRAFFIC PROBLEMS,7
1496,2016,"UBER & LYFT BACK, THE (POWER PLANT) SEAHOLM DISTRICT IS CAUSING SO MUCH TRAFFIC ARUND CESAR CEAVEZ, WALTER SEAHOLM DRIVE IT NEEDS MORE LANES OR LIMIT ACCESS TO RESIDENT,SCARY DRIVING IN AREA",9
1497,2016,"Understanding race, to see the problems and understand it.",1
1498,2016,UPDATE THE PARKS. AUSTIN IS TOO GREAT OF A CITY TO HAVE SUCH BAD PLAYGROUNDS.,10
1499,2016,"USE THE LARGE AMOUNT OF TAXES WE PAY TO BENEFIT MOST PEOPELS AND REVERSE THE PRACTICE OF DOLING OUT MONEY TO EVERY FRINGE, WACKO CAUSE THAT LOBBIES FOR FUNDING",7
1500,2016,"Utilities, particularly water, is too high.",10
1501,2016,"Utility ""fees"" create great hardship on the poor.",9
1502,2016,UTILITY BILLING SYSTEM NEEDS TO BE COMPLETELY OVERHAULED.,8
1503,2016,UTILITY RATES & PROPERTY TAXES ARE OUTRAGEOUS,10
1504,2016,"Vagrants, drug deals, prostitution rampant downtown 24 hours a day.  I would like to see The Arch out of 78701.",9
1505,2016,Various information for the new mover-in should be provided with easy and accessible way.,4
1506,2016,"Very good and safe and sporting city 
This city must have exchange programmers in youth , teachers, executives  etc between India and Austin",10
1507,2016,Very racist policies regarding housing. Come visit my neighborhood!,1
1508,2016,WANT ALLON UBER BACK.,8
1509,2016,WATER CONSERVATION IS A PRIORITY. TRAFFIC IS A HUGE PROBLEM. CITY SPENDING IS NOT CONCENTRIC.,4
1510,2016,Water consumption rates are too high.,6
1511,2016,Water costs too much.,6
1512,2016,WATER GOT WAY MORE EXPENSIVE BUT STILL SUCKS.,3
1513,2016,Water rates need to be put back like electric has.,8
1514,2016,Water/wastewater rates are ridiculous.,6
1515,2016,"Way to much development happening to fast, in EAST Austin, slow it down for our safety and sanity.",3
1516,2016,We are running out of time to plan for future growth.,1
1517,2016,"We could sell our current home and possibly make  a little profit.  However, we would need to move out of the city limits to buy another home.....we want to retire and cannot afford living in Austin.",5
1518,2016,WE DESPERATELY NEED AFFORDABLE HOUSING AND BETTER TRANSIT.,4
1519,2016,We do not need to promote growth through tax breaks. New construction and existing corporations should relieve tax burden so that low income families are not forced out! Moving soon. Austin is getting too big and losing it's character.,3
1520,2017,Affordable housing for low income /working families,1
1521,2016,We have got to reduce our reliance on the automobile. We need light rail in the heart of the city. We need to stop requiring so much parking to make room for greater density and thus more affordable housing.,5
1522,2016,We love living in Austin. Thank you mayor.,2
1523,2016,"We MUST continue to lead the country as one of the top green cities. Gray water recycling must be implemented, and solar and renewable further incentivized.",6
1524,2016,"We must have mass transit and it needs to be an integrated service, i.e., buses, roads, light rail, and commuter rail.",10
1525,2016,"We nee a focus on transportation issues in this town, we needed it 10 years ago.  Networked Traffic lights like LA, stop building toll lanes on already congested roads and start working on other cross City roads to supplement the main highways. and more Roundabouts would do wonders to this town.",2
1526,2016,"We need a better mass transit system, especially Oak Hill.",8
1527,2016,"We need a lot more affordable housing options!!!
People are not able to afford housing and rents keep increasing although incomes are staying the same or decreasing
Landlords and property managers have too much power and renters have very little power",5
1528,2016,We need a neighbor center on Braker Lane between Lamar and Kramer Lane. The seniors do not have a place. The nearest pool for this area is on far North Lamar. We need a pool too!,7
1529,2016,We need AFFORDABLE HOUSING!!!!,4
1530,2016,"WE NEED AFFORDABLE HOUSING, BETTER ROADS AND MORE ROADS",7
1531,2016,We need affordable housing. Should be able to purchase a 3bd 2ba for under 300K in Austin.,7
1532,2016,"We need an extended streetcar system (middle of all major roads). Also a fast train to San Antonio, Texas.",4
1533,2016,We need attention paid to east and west parts of town. Not everyone goes to/through downtown for work/school/etc. There's no reason why the best path to work should be through several neighborhoods.,7
1534,2016,WE NEED BETTER FLOOD PLANNING. WE ARE PUTTING AUSTIN CITIZENS LIVES AT STAKE WHEN WE ALLOW NEW DEVELOPMENT.,3
1535,2016,We need better housing solutions for low income and homeless individuals.,7
1536,2016,WE NEED BETTER MASS TRANSIT,5
1537,2016,We need better mass transit!,4
1538,2016,"We need better public transportation in Austin and regionally in the Central TX area. In addition, there needs to be a viable rail option between Austin and San Antonio for the many individuals who have to commute on I-35",5
1539,2016,"WE NEED BETTER PUBLIC TRANSPORTATION TO ABIA FROM NORTH AUSTIN/ROUND ROCK TRAINS IS GREAT JUST DOES NOT GO FAR ENOUGH, ALWAYS PACKED DURING RUSH HOUR TIMES, ANOTHER CAR SHOULD BE ADDED",7
1540,2016,"We need high speed elevated mass transit, not light rail.",8
1541,2016,WE NEED MASS TRANSIT TO THE AIRPORT!,4
1542,2016,"We need more affordable houses. Or if there are houses, there should be a better effort to get the information to the people who need housing.",3
1543,2016,We need more affordable housing for lower middle class people.,9
1544,2016,we need more affordable housing opportunities so that we don't become a city of only wealthy people,6
1545,2016,We need more affordable rental housing.  Rents are just nuts.,3
1546,2016,We need more effort for flood control (even more than transportation improvements).,5
1547,2016,We need more schools in northwest Austin.,10
1548,2016,We need more street clean-ups - on trash days the trash trucks leak awful liquids on the street.,4
1549,2016,We need more traffic enforcement in neighborhoods!!!!!  Not highways - local neighborhood streets!!,5
1550,2016,We need much more affordable housing in the city.,7
1551,2017,1. SOMETHING MUST BE DONE ABOUT THE TRAFFIC 2. PLEASE DON'T DESTROY OUR NEIGHBORHOODS BY ALLOWING BIG GROWTH IN AREAS NOT DESIGNED FOR IT.,10
1552,2016,"We need public transportation like subways,  every Big City in Europe keep investing in public transportation under ground, we ad a lane to already congested roads, which add absolutely nothing to our transportation challenges. Only solution is investing in public transportation",2
1553,2016,WE NEED TO CONSIDER TRANSPORTATION ALTERNATIVES,6
1554,2016,"We need to double down on the basics again. Ensure good traffic flow, safety, affordable housing, city planning, and cleanliness.",7
1555,2016,"We need to find a balance between making Austin a destination for tourism and the unique Austin quality of life.  Too many people keep moving here and ""trendy"" is fast replacing ""weird"" - the people who make this city great and eclectic and diverse are being priced out of actually living here. Plus, we are losing far too many trees and natural green spaces to construction and expansion to accommodate the influx of outsiders. It's an impossible problem, but we need to do better just the same.",8
1556,2016,We need to get better control of the police.,10
1557,2016,WE NEED TO GROW SMARTLY.,10
1558,2016,We need to improve the public transportation- instead of continuing to build more lanes on the freeway,6
1559,2017,BUILD ROADS WIDEN ROADS JUST DO IT.,10
1560,2016,"We need to make sure our city continues to be an example across the country for unwavering progress, with regards to energy, policing, fair housing and employment, non-discrimination policy, and creating a sound infrastructure to accommodate the city's rapid growth.  We should not become complacent in the things we have achieved but rather continue to challenge ourselves to push harder and become even better!",9
1561,2016,WE NEED TO SUPPORT LOW/MODERATE INCOME FAMILIES AND KEEP THEM IN THE CITY,9
1562,2016,We pay way too much for water services!,5
1563,2016,We really need to improve our public transportation. This city is growing faster than we can keep up and it's time to get really serious about it and stop building so many downtown condos.,5
1564,2016,We should have unisex bathrooms. All that's needed are floor to ceiling doors. Please consider this. The gender/bathroom issue is too stupid to believe.,9
1565,2016,"We waited too long to acknowledge the growth and its associated issues.  I hope the assumptions for the strategic growth plan are more aggressive than in the past.  We cannot survive with only tactical solutions, and I don't have any idea what the strategic plan is.",8
1566,2016,We want light rail in the right corridors!,9
1567,2016,"We want public transportation. Gondolas, raised trains - something. Anything.",10
1568,2016,Wee need sidewalks.,4
1569,2016,WEEKLY RECYCLING PICK-UP,10
1570,2016,We're full! Stop trying to get more people to move here! You've ruined the city!,8
1571,2016,What is the plan for the homeless population?,4
1572,2016,"When I  email City Council, no one responds to my emails.  
I am visually impaired and the lack of Uber and Lyft severely impacted my life.  I am unable to cross the major streets to go about the city as other citizens can.  I really want to see a train system in Austin that connects from Bee Cave Road and other points into downtown.",8
1573,2016,"When I moved to Austin city streets were clean, mowing done, water run off clean for drainage. Not so last 5/6 years.",6
1574,2016,"When I worked as an ER Social Worker, the Police would not approve rape kits for adolescents who were intoxicated at the time of the rape..The parents were very upset..The policemen told the parents they could pay for the rape kits themselves...I complained to police supervisor 4 times about these incidents...we need a new chief of police.",7
1575,2016,WHEN YOU START A ROAD PLEASE FINISH IN A TIMELY MANNER.,5
1576,2016,"Where are all the extra taxes we pay going? Why is the recreation center in my neighborhood neglected, why are the pool, library hours not restored? Why won't code enforcement get my neighbors to clean their yard? You get more money that ever, why are services not improving?",1
1577,2016,"While I appreciate the questions that asked what the most important things are for the city to do (services to provide), that does not properly capture the areas that desperately need attention. For instance, I responded that providing safe drinking water is a top priority, but that doesn't excuse the lack of foresight with our city planning. We have grown in just the seven years I've lived here beyond the limits of our roads, human services can provide. This lack of planning will ultimately affect our safety and comfort if not addressed.",10
1578,2016,Whoever voted for voting by district was uninformed. City Council members should represent all citizens. The city council is not impressive. We've turned it into a partisan mess. Austin will never be the same.,10
1579,2016,"Whoever you are, you're doing great.",3
1580,2016,Why are out taxes twice than other Texas cities and city can't improve traffic flow?,10
1581,2016,WHY DO WE PAY TAXES WHEN WE HAVE SO MUCH MONEY COMING INTO OUR CITY.,10
1582,2016,Why we as home owner are no inform went you are letting group house of half house in neighborhood we are paying taxes,1
1583,2016,WIDEN ROADS,6
1584,2016,"With the widening of Frate Barker, I'd like to have the city or county put up a stone fence to protect against a vehicle crashing into my house.  Also reducing the speed limit on Frate Barker to 35mph. Already there's been a vehicle that ran into the fence last year. Once the road widens, vehicles will be driving even faster and the noise level will increase greatly.",5
1585,2016,"WITHOUT ADEQUATE DEPENDABLE AND CONVENIENT PUBLIC TRANSPORTATION ALL ROAD LANES SHOULD BE OPEN TOT HE MAJORITY OF USERS, THAT WOULD BE CARS, OT BICYCLES",10
1586,2016,Work on flood problem.,6
1587,2016,Work on getting sidewalks from los Indos to San Felipe.,6
1588,2016,Work on I-35 now! Not five years from now.,2
1589,2016,Work on increasing affordable housing and improve public transportation.,7
1590,2016,Work on making Austin affordable again.,3
1591,2016,WORK ON TRAFFIC ISSUES,5
1592,2016,Work to help traffic flow.,5
1593,2016,WORK TO MAKE THE CITY AFFORDABLE TO LIVE IN,6
1594,2016,Work with the federal government regarding illegal immigrants/undocumented people!  Tax paying citizens are who you represent.,7
1595,2016,Work with the state to improve transportation to ease congestion.,8
1596,2016,Worried about current infrastructure being able to support predicted growth.,3
1597,2016,"Would use the bus system more if it had more service in NW Austin.  Even in rush hour my trip is 20 minutes, 1 1/2 hrs on a bus.",6
1598,2016,Yes to a city compost program!,8
1599,2016,YOU AND MOST OF THE COUNCIL ARE LIARS WHEN YOU TALK ABOUT AFFORDABILITY.,8
1600,2016,"You are ruining the city with your incompetent policies and arrogance.  I'm relocating out of the city because of the overbearing nature of city council and the mayor.  Additionally, as a decision maker in my company for office growth opportunities, I have advised us not to grow our Austin office because the irrational and erratic behavior of the city council.  Fix the transportation issues.  Remove egregious regulations.",10
1601,2016,"You have to get tax revenue from businesses and quit squeezing the homeowner for tax revenue.  Affordable housing in this city is going the way of the dinosaurs.  the whole reason Austin is desirable is because of its formerly easy traffic, affordable housing, and the creativity and intellect of the citizens.  The citizens that make Austin weird, creative and interesting are being priced out of the city.",1
1602,2016,"you must address the need for improved public transportation, affordable housing",7
1603,2016,You need to plan for the service personnel. They can barely survive in this city. AISD has real problems.,8
1604,2016,You need to take care of the homeless population in downtown Austin.  It's getting out of control and is a black eye on an otherwise great downtown experience.  Move the homeless shelter to some place outside of the immediate downtown location.,8
1605,2016,You need to think bigger and longer term with the major highways.  They are a mess and the small solution of adding a lane to MOPAC is not thinking big enough or fast enough.,10
1606,2017,1. Traffic. 2. affordable housing. 3. Youth programs.,5
1607,2017,Better communication with property tax service,1
1608,2016,"You talk as though you care about affordable housing in East Austin, but you are not following the talk with action.  You are allowing developers to tear down east Austin's affordable housing though existing policies in the name of density.  Your incentives program in the central core area are only accelerating this despicable trend.  Stop mouthing the right words, but failing to act to support those words, thereby leaving a legacy on affordable housing of which all Austinites will be ashamed.",3
1609,2016,"You were elected to serve your constituents, not yourself!",6
1610,2016,You were very nice to favor the hurt feelings of a bitter hag native in charge of ruling on something's discourse which hadn't pertained to her in her demographic till deciding her feelings being hurt mattered more.  If it isn't broke don't fix it.,4
1611,2016,Your bus service is not good people have to walk miles just to get to a bus stop and you don't have a lot of side walks for people to walk on to catch a bus and that is very dangerous because people can get hit by a car. I ask you to please make your transportation services better and safer.,7
1612,2016,YOUR POLICY ON SHORT TERM RENTALS TOTALLY SUCKS. YOU SHOULD SUPPORT THE SHARING ECONOMY AND POLICY  OR PROGRAM THAT WOULD MAKE THE CITY AN AFFORDABLE PLACE TO LIVE.,1
1613,2016,"Your Texas parks and wildlife warden seized our boat because our engine is thirteen years old and had no serial number. He had no reason to suspect it was stolen, yet we were given a court date and had to pay #1000 in attorneys fees to get it back. Please fix this flawed process and get your warden under control.",7
1614,2016,"You're in a bad spot.  The biggest problem Austin has is a lack of viable north-south arteries.  At some point you're going to have to expand I-35, possibly in a way that requires imminent domain of all the eyesore property beside the highway. The same goes for Mopac.  Unfortunately, the moment you fix the transit problem, the housing bubble will burst because people won't have to make the choice between spending an extra 10% of their income to live near work or spending 2 hours in traffic a day.  At that point, all these California trash real estate developments that have gone up in the last 5 years will rapidly fall into disrepair.",3
1615,2017,"1) restaurant health inspection enforced. 2) Over charging on water bill. 3) High taxes on housing and hotel rooms 4)why cyclist and bikers has more rights than motorist and most cyclist are very aggressive and do not follow road safety rules. 5) aggressive drivers breaking the laws driving slow/fast because they are using cellphones and do not obey traffic signals. 6)commercial Real estate agents never return calls when you try to call them about available properties also discriminate about on who should they lease to ,by saying we only looking for chain restaurants, or big corporations that is if they ever return your calls. 7) commercial realtors requiring small businesses to make them sign a personal guarantee which they can take your personal property if it happens your business fail like your house has to be collateral I thought that was illegal but if you do not sign papers you have no chance of renting a location . 8)local city officials must investigate how commercial realtors and Real estate agents and  owners properties illegal practice. 9) home owners associations breaking the laws by threatening home owners who wants to install solar panels or security cameras fro your family safety by putting a lean on your house. At this time I rate the city of Austin about 2 on a scale 1 to 10 that is why I am trying to move from Austin remember the saying ""what goes up fast will go down faster"" that is what is happening in Austin Texas growing to fast, greed, some unethical rules by the commercial Real estate industry and high taxes .",6
1616,2017,"1.  Remove all homeless people out completely.  Stop giving them housing, food, etc.  No matter what you do, the city of Austin looks very dirty where these people hang out.  2.  No more bike lanes or medians (Triangles/flower beds).  3.  Help the retirees from the City of Austin.  4.  Stop developing land for more homes to be built and real estate properties.  We city of Austin employees/retirees need a raise.",2
1617,2017,"1.  There should be more 4 way stop signs and/or traffic lights in certain areas, especially close to schools.  2.  Sidewalks should be repaired, especially in lower income areas, not just high income areas.",3
1618,2017,"1.  Traffic control humps - Because of the new and less expensive traffic control humps put in our neighborhood, it is no longer a pleasure to drive here.  The pavement humps are understandable and workable, but these square, HARD humps are almost intolerable.  We always drive within the speed limit, but must now almost stop at each hump, to get over it.  It is wrecking our shocks, our brakes and our bodies.  It hurts.  It is so unpleasant to drive up Far West and now Mesa, that we are considering moving after 40 years!  We understand the need to control traffic, but it is a few speeders, and it seems some hefty tickets, which are also good revenue sources, would better serve the neighborhood.  We really HATE these hard humps.  Why not put in the more expensive pavement humps to help keep our neighborhoods a pleasant place to live and drive.  2.  We have one other concern about the exorbitant drainage fee.  We are older, living in a garden home community.  We have a 1000 square foot print on a very small lot.  A green belt surrounds us with lots of drainage, but we must pay the top fee because our lot is small.  We are retired.  This extra $20 a month on our utility bill for drainage, which is not a problem with the greenbelt and common areas, seem unfair.  Very unfair.  Our utility bills seems to be a line item budget for the city under the guise of odd named fees, and not really for actual services.  Thank you for listening and asking.  So appreciate it.",10
1619,2017,1. Make it easier to build. 2. Invest in transit,5
1620,2017,1. please do something about burned out house at 12320 Blue Water Drive. 2. WE need sidewalks. 3. Need a plan for flood protection for North Walnut Creek due to erosion !,7
1621,2017,1IT IS NOT THE FUNCTION OF GOVT TO TAX CITIZENS OUT OF THEIR HOMES. 2. TAXPAYERS HAVE NO RESPONSIBILITY TO PROVIDE INFRASTRUCTURE SO DEVELOPERS CAN MAKE MILLIONS OF DOLLARS WHILE KILLING THE QUALITY OF LIFE HERE.,10
1622,2017,4 emails to public work director have gone unanswered.,1
1623,2017,A COLLAPSED WASTE WATER LINE IN FRONT OF MY HOUSE HAS BEEN PUMPED AT LEAST EVERY DAY SINCE APRIL 2014 WITHOUT REPAIR.,9
1624,2017,A long and short term solution to traffic needs to be done I have lived here 9 years and the traffic has gone out the roof I have no problem with growth but we need to catch up to where we are and will be,7
1625,2017,A LOT OF TRAFFIC PROBLEMS WE FACE COULD BE FIXED WITH BETTER DRIVER EDUCATION. SLOW TRAFFIC IN THE PASSING LANE CAUSES SO MUCH CONGESTION.,3
1626,2017,"A MAJOR DRAWBACK OF COA IS THE LACK OF A MODERN PUBLIC TRANSPORTATION SYSTEM. PLEASE PRIORITIZE INVESTMENTS INTO BUS/TRAIN/SUBWAY DEVELOPMENT, NOT IN PERMITS FOR HIGH-RISES IN DOWNTOWN AUSTIN.",9
1627,2017,above ground mobility mass transit,7
1628,2017,"Access to affordable housing and eliminating homelessness are worthy goals-- but it isn't just about building units or protecting our current ""affordable housing providers."" Affordable housing has to be safe and decent and fair as well. And the support and social services surrounding housing are just as important as the development of units.",1
1629,2017,ACCLIMATE NON-ENGLISH RESIDENTS ASAP FOR THEIR BENEFIT. COOPERATE WITH I.C.E. AND FEDERAL GOVERNMENT AND STATE AS MUCH AS POSSIBLE.,1
1630,2017,"ACCOMMODATE TO THE GROWTH OF THE CITY, PROVIDE BETTER PUBLIC TRANSPORTATION, FLOW OF TRAFFIC, AFFORDABLE TO LIVE, BUY HOUSE IN CITY",4
1631,2017,Achieve racial diversity.  I'm discouraged to hear that DOC are leaving Austin.  Work with ISD to achieve economic diversity in our schools.,8
1632,2017,Actually listen to neighborhoods and follow their recommendations - not just lip service and then do what developers want.,10
1633,2017,"Actually, I can't even name the mayor, and I'm a well-educated news/politics junkie when it comes to national/international stuff. I'm sure part of that is just the nature of news these days, and I don't think that would matter much if I lived in a small town or suburb, but Austin prides itself on remaining a big (and growing!) city with a strong local identity/community. So maybe I would ask why most of my friends and I can't even name a single local government official, and what that says about community involvement/engagement.",10
1634,2017,ADA COMPLIANCE IS LACKING,2
1635,2017,Add more to the highways than you think you need.,9
1636,2017,ADDRESS 183 EXIT ON I-35--THERE NEEDS TO BE AN ADDITIONAL LANE,4
1637,2017,"Address affordability issues so that not only can people afford to live in the city, but small and local businesses can operate with reasonable rents versus big box/chains/outside investment funding businesses in town.",9
1638,2017,"ADDRESS HOMELESSNESS, MINORITY AND ECONOMICALLY DISADVANTAGED ACCESS TO AFFORDABLE HOUSING; OPPOSE STATE EFFORTS TO RESTRICT, OVERRIDE CITY REGULATIONS AND ORDINANCES; CONTINUE TO SUPPORT SANCTUARY CITY. HE HAS A TOUGH JOB. KEEP WORKING HARD EVERYONE!",2
1639,2017,affordability,2
1640,2017,Affordability housing crisis is forcing me to move,10
1641,2017,affordability is biggest issue,1
1642,2017,Affordability too often takes a back seat to commercial and tourist interests.,9
1643,2017,Affordable  housing needed,2
1644,2017,affordable housing,9
1645,2017,affordable housing,3
1646,2017,Affordable housing and affordable healthcare needs to be his number one concern.,2
1647,2017,AFFORDABLE HOUSING AND BETTER TRANSPORTATION OPTIONS SHOULD BE TOP FOCUS.THE BUS SYSTEM IS NOT A VIABLE OPTION DUE TO A LACK OF ROUTES/TOO LONG TRANSIT TIMES SO PEOPLE HAVE TO DRIVE EVERYWHERE WE ARE TOO BIG A CITY TO NOT HAVE LATTER TRANSPORTATION OPTIONS,9
1648,2017,End the sanctuary city status of Austin,1
1649,2017,AFFORDABLE HOUSING DOES NOT NEED TO BE LOCATED DOWNTOWN WHERE THE ONLY GROCERY SHOPPING IS WHOLE FOODS! THE HOMELESS SHELTER DOES NOT NEED TO BE DOWNTOWN.,10
1650,2017,Affordable housing for AISD teachers.  Needs to be a priority.,10
1651,2017,"Affordable housing in central Austin really needs to be addressed, and traffic!!",7
1652,2017,Affordable housing is important to promote diversity in Austin.,4
1653,2017,Affordable housing is needed,6
1654,2017,AFFORDABLE HOUSING SHOULD NEVER COST MORE THAN 1/3 OF RETIRED PERSONS RETIREMENT,3
1655,2017,AFFORDABLE HOUSING TO KEEP CITY DIVERSE. PUBLIC TRANSPORTATION WITHIN THE CITY. SIDEWALKS SO PEOPLE CAN WALK RATHER THAN DRIVE. BETTER LIGHTING ON RESIDENTIAL STREETS AND MAJOR ARTERIES.,3
1656,2017,AFFORDABLE HOUSING! RISING PROPERTY TAXES! UNREALISTIC,1
1657,2017,"Affordable housing, transit system",1
1658,2017,AFFORDABLE LIVING,9
1659,2017,Affordable living is difficult when income has not increased at the same rate as inflation.,10
1660,2017,Affordable rent,3
1661,2017,Allow CodeNext to be progressive -- stop allowing neighborhood groups to affect positive change that could come from rewriting our land development code.  Old zoning regs perpetuate socioeconomic and racial segregation.  It is a travesty that a city as progressive as ours is the most segregated large city in the United States.,3
1662,2017,Ambulance cost 985 for a 10 minute ride. That is absurd. Double what most cities cost.,4
1663,2017,"An overhaul is needed at the Child Support Office.  Just call the number and listen to the options. 1-800-252-8014 You will feel like a criminal who is a deadbeat dad, and likely will be treated like one when someone answers the phone. 
We have never paid child support late until this year for the FIRST TIME in 10 years. We switched bank accounts, had a returned check and are now required to pay an additional $26.32 each month FOR THE NEXT 8 YEARS.  
It also took TWO MONTHS to let us know our check had bounced, after that, they returned the next month's check as well. This was not good for our son's mother, really put her in a bind. This office should call or send out a letter immediately for a return check. 
I have 2 stepsons from my husband's 2 previous marriages. Another time, this office mixed up which check was supposed to go to which mother. This was also a terrible  mistake on their part.  
Also, please take a look at the pamphlets sent out by this office. They are inappropriate. It is not only men and dads who pay child support.  It is families and mothers too.
Last suggestion: Making housing closer to the city more affordable for middle income folks and families.",8
1664,2017,"ANOTHER PROBLEM AUSTIN CAN WORK ON IS THE HOMELESS. I HAVE EMPATHY FOR HOMELESS PEOPLE,BUT I DON'T WANT TO SEE THEM EVERYWHERE I DRIVE.",5
1665,2017,Appreciate the Mayor's efforts and City council. Just would like to see more community involvement in their decision-making.,2
1666,2017,Are laws subjective to you?,4
1667,2017,"Arrest mask wearing Antifa rioters.
Arrest anyone who blocks roads while demonstrating.",7
1668,2017,"As a citizen, I want my fellow citizen to be law abiding and contribute to the community they live in like the majority of citizens of Austin used to be. Too much media and city council energy and funding is given to special interest groups that are the minority in the community, but have the most time to stand up in front of city council meetings and hear themselves talk and misrepresent information that is not factual. Over all I believe the intent of city management and employees is to do the best job they can for the community, but I believe we are in a storming phase with the lack of leadership in recent years with an unexperienced city council and lack of support for city civil servants.  
The special interest groups need to be held accountable, just like we hold those civil service employees who are employed with the city agencies and not be one sided as portrayed in the media. I would like every citizen treated equally, regardless of race, religion, age, sexual orientation, and/or wealth or lack there of; meaning serval things to include eliminating Austin being a sanctuary city and quit giving extra resources to special interest groups (i.e. criminals, sexually oriented persons, race, bicyclist, etc.) that only seek out and receive special provisions because of what group they are affiliated with, having little regard to negative impact it causes on their fellow citizens' concerns. I believe we are all equal in America and should not be given extra benefits for belonging too or associating with a particular interest group that someone who is not part of group does not receive. 
If things keep getting worse, I will end up leaving the city after 40+ years and retire in a environment that is inspired by community growth and commitment to one another, not one that is supporting criminals and people that do not contribute positively to the community. Austin is still weird, but getting weird in a bad way when our city politics start looking more and more like Washington D.C. or Los Angeles, CA and not the Austin, Texas I grew up in.",7
1669,2017,"AS A TAXPAYER (HIGH) IT WOULD BE NICE TO VISIT DOWNTOWN AT A FAIR PARKING RATE-NEED MORE SPACES-ENFORCE ALL TRAFFIC LAWS FOR THE ONES WHO RIDE BICYCLES-ALSO, RIDE ONLY ON THE STREETS WITH BIKE LANES-OUR TRAFFIC PROBLEM IS BAD ENOUGH.",10
1670,2017,AS AUSTIN GROWS I'M CONCERNED ABOUT TRAFFIC. I THINK WE NEED AN IMPROVED PARK AND RIDE SYSTEM.,5
1671,2017,As great as Austin is. Can we stop encouraging people to move here.  Our cost of living is extremely high and jobs are hard to find and wages are low,2
1672,2017,Beautiful city - I wish the river and the streets were cleaner.  Thanks!,8
1673,2017,BETTER AND MORE BIKE LANES ARE NEEDED.,3
1674,2017,"as we welcome more and more people into Austin, I think it's important to impart to them that we care about our poor citizens, care about the homeless and celebrate diversity.  I hope that the city can put its people and its beauty and history above the whims of outside investors.  I want my neighborhood to be affordable to the families that live here even though it is near downtown.  I want our city to continue to monitor and incorporate our police force into neighborhoods because I think we've been a decent example of that in recent years but it always takes work and maintenance.  Thank you.",3
1675,2017,"AUSTIN IS RAPIDLY BECOMING UNAFFORDABLE AND DREADFUL TO NAVIGATE. THIS PUSHES OUT THE FOLKS WHO MAKE THE CITY INTERESTING, LEAVING ONLY AWFUL PEOPLE.",3
1676,2017,"Aside from the traffic of Austin getting worse each year so are the services provided for children with disabilities; everything from not having good and reliable health care services close to our community, to living in a desert of healthy, organic food area makes for raising a healthy family in Austin a great challenge that it has made us think of moving out of the city.  That's without even mentioning the rising cost of living here with how our property taxes are going up and the Austin Independent School District providing such a deplorable service in education to our children that we have had to dis-enroll them from public education and have had to home-school them.  I wish Austin kept its reputation of being a great city to be at but as the years pass we keep getting more and more disappointed in the money loving public leaders who forget who they are working for.",2
1677,2017,Austin Code Enforcement is virtually non existent,1
1678,2017,AUSTIN ENERGY IS TERRIBLE. POWER HAS GONE OUT ON MY STREET 10 TIMES IN THE LAST 12 MONTHS.,6
1679,2017,"AUSTIN ENERGY PRICES ARE OUTRAGEOUS, WE NEED COMPETITION FOR ELECTRICITY SERVICES THIS IS A MONOPOLY",1
1680,2017,AUSTIN ENERGY SUCKS. Everyone knows it and experiences it and multiple friends including myself have been ripped off by them. We are SO DONE with them. Austin has THE WORST way of doing this. Only 1 company. RIDICULOUS.,1
1681,2017,Austin has gone through uncontrolled growth.  Infrastructure was not developed ahead of time.  Traffic speed is among the worst cities in the world (during rush hours).,6
