product,supplier,capacity
Product_1801,S4,8
Product_1802,S1,17
Product_1802,S2,16
Product_1802,S3,20
Product_1802,S4,18
Product_1803,S1,9
Product_1803,S2,8
Product_1803,S3,8
Product_1803,S4,6
Product_1804,S1,1
Product_1804,S2,1
Product_1804,S3,1
Product_1804,S4,1
Product_1805,S1,23
Product_1805,S2,17
Product_1805,S3,19
Product_1805,S4,20
Product_1806,S1,8
Product_1806,S2,6
Product_1806,S3,8
Product_1806,S4,7
Product_1807,S1,6
Product_1807,S2,6
Product_1807,S3,4
Product_1807,S4,6
Product_1809,S1,570
Product_1809,S2,824
Product_1809,S3,804
Product_1809,S4,592
Product_1810,S1,34194
Product_1810,S2,42521
Product_1810,S3,39363
Product_1810,S4,31121
Product_1812,S1,51032
Product_1812,S2,32672
Product_1812,S3,45663
Product_1812,S4,40348
Product_1813,S1,28385
Product_1813,S2,45230
Product_1813,S3,40057
Product_1813,S4,32677
Product_1815,S1,53
Product_1815,S2,50
Product_1815,S3,57
Product_1815,S4,38
Product_1816,S1,8
Product_1816,S2,6
Product_1816,S3,8
Product_1816,S4,6
Product_1817,S1,62643
Product_1817,S2,66942
Product_1817,S3,60368
Product_1817,S4,50719
Product_1818,S1,185562
Product_1818,S2,140325
Product_1818,S3,161004
Product_1818,S4,188176
Product_1819,S1,42108
Product_1819,S2,47002
Product_1819,S3,51325
Product_1819,S4,47968
Product_1820,S1,4437
Product_1820,S2,4633
Product_1820,S3,4553
Product_1820,S4,4910
Product_1821,S1,25233
Product_1821,S2,31770
Product_1821,S3,33737
Product_1821,S4,25644
Product_1822,S1,114
Product_1822,S2,140
Product_1822,S3,132
Product_1822,S4,94
Product_1823,S1,30608
Product_1823,S2,33819
Product_1823,S3,29782
Product_1823,S4,37608
Product_1824,S1,8771
Product_1824,S2,6572
Product_1824,S3,7914
Product_1824,S4,7390
Product_1825,S1,239745
Product_1825,S2,284043
Product_1825,S3,240455
Product_1825,S4,211498
Product_1826,S1,43745
Product_1826,S2,59056
Product_1826,S3,38482
Product_1826,S4,49712
Product_1827,S1,3781
Product_1827,S2,5528
Product_1827,S3,5574
Product_1827,S4,3720
Product_1829,S1,3900
Product_1829,S2,3288
Product_1829,S3,2567
Product_1829,S4,3268
Product_1830,S1,296125
Product_1830,S2,224813
Product_1830,S3,341050
Product_1830,S4,246466
Product_1831,S1,42932
Product_1831,S2,38695
Product_1831,S3,27606
Product_1831,S4,32738
Product_1832,S1,24107
Product_1832,S2,20904
Product_1832,S3,28837
Product_1832,S4,21349
Product_1833,S1,26538
Product_1833,S2,25619
Product_1833,S3,22660
Product_1833,S4,27856
Product_1834,S1,10
Product_1834,S2,15
Product_1834,S3,15
Product_1834,S4,14
Product_1836,S1,3
Product_1836,S2,3
Product_1836,S3,3
Product_1836,S4,3
Product_1838,S1,12779
Product_1838,S2,14423
Product_1838,S3,12796
Product_1838,S4,13537
Product_1839,S1,746585
Product_1839,S2,834474
Product_1839,S3,573520
Product_1839,S4,736447
Product_1840,S1,14758
Product_1840,S2,14277
Product_1840,S3,9501
Product_1840,S4,9749
Product_1841,S1,111505
Product_1841,S2,108746
Product_1841,S3,69877
Product_1841,S4,93108
Product_1842,S1,142826
Product_1842,S2,150537
Product_1842,S3,113305
Product_1842,S4,139804
Product_1843,S1,206834
Product_1843,S2,166039
Product_1843,S3,202189
Product_1843,S4,159590
Product_1846,S1,38051
Product_1846,S2,30863
Product_1846,S3,29978
Product_1846,S4,23739
Product_1847,S1,413
Product_1847,S2,330
Product_1847,S3,347
Product_1847,S4,343
Product_1848,S1,10664
Product_1848,S2,8982
Product_1848,S3,7713
Product_1848,S4,8616
Product_1850,S1,191
Product_1850,S2,197
Product_1850,S3,191
Product_1850,S4,271
Product_1851,S1,13
Product_1851,S2,16
Product_1851,S3,16
Product_1851,S4,15
Product_1852,S1,2
Product_1852,S2,3
Product_1852,S3,2
Product_1852,S4,2
Product_1853,S1,43
Product_1853,S2,50
Product_1853,S3,46
Product_1853,S4,40
Product_1854,S1,4
Product_1854,S2,5
Product_1854,S3,4
Product_1854,S4,5
Product_1855,S1,1
Product_1855,S2,1
Product_1855,S3,1
Product_1855,S4,1
Product_1856,S1,2
Product_1856,S2,2
Product_1856,S3,2
Product_1856,S4,2
Product_1857,S1,2
Product_1857,S2,2
Product_1857,S3,2
Product_1857,S4,2
Product_1858,S1,11
Product_1858,S2,9
Product_1858,S3,9
Product_1858,S4,12
Product_1859,S1,12
Product_1859,S2,11
Product_1859,S3,12
Product_1859,S4,11
Product_1860,S1,10
Product_1860,S2,9
Product_1860,S3,7
Product_1860,S4,8
Product_1861,S1,2
Product_1861,S2,2
Product_1861,S3,2
Product_1861,S4,2
Product_1862,S1,4
Product_1862,S2,4
Product_1862,S3,4
Product_1862,S4,3
Product_1863,S1,2
Product_1863,S2,2
Product_1863,S3,2
Product_1863,S4,2
Product_1864,S1,2
Product_1864,S2,2
Product_1864,S3,2
Product_1864,S4,2
Product_1865,S1,3
Product_1865,S2,3
Product_1865,S3,3
Product_1865,S4,3
Product_1866,S1,4
Product_1866,S2,4
Product_1866,S3,4
Product_1866,S4,4
Product_1867,S1,10
Product_1867,S2,9
Product_1867,S3,9
Product_1867,S4,9
Product_1868,S1,10
Product_1868,S2,7
Product_1868,S3,10
Product_1868,S4,10
Product_1869,S1,16
Product_1869,S2,15
Product_1869,S3,15
Product_1869,S4,19
Product_1870,S1,31
Product_1870,S2,34
Product_1870,S3,38
Product_1870,S4,37
Product_1871,S1,243
Product_1871,S2,189
Product_1871,S3,303
Product_1871,S4,236
Product_1872,S1,25
Product_1872,S2,23
Product_1872,S3,31
Product_1872,S4,32
Product_1873,S1,2
Product_1873,S2,2
Product_1873,S3,2
Product_1873,S4,2
Product_1874,S1,8
Product_1874,S2,9
Product_1874,S3,6
Product_1874,S4,6
Product_1875,S1,47
Product_1875,S2,37
Product_1875,S3,49
Product_1875,S4,47
Product_1876,S1,17
Product_1876,S2,14
Product_1876,S3,16
Product_1876,S4,14
Product_1877,S1,2
Product_1877,S2,2
Product_1877,S3,2
Product_1877,S4,2
Product_1878,S1,14917
Product_1878,S2,15918
Product_1878,S3,22868
Product_1878,S4,21195
Product_1879,S1,11336
Product_1879,S2,11356
Product_1879,S3,8743
Product_1879,S4,11561
Product_1880,S1,8064
Product_1880,S2,5571
Product_1880,S3,7316
Product_1880,S4,5920
Product_1881,S1,76
Product_1881,S2,55
Product_1881,S3,58
Product_1881,S4,56
Product_1882,S1,1
Product_1882,S2,1
Product_1882,S3,1
Product_1882,S4,1
Product_1883,S1,6
Product_1883,S2,5
Product_1883,S3,6
Product_1883,S4,6
Product_1884,S1,6796
Product_1884,S2,7363
Product_1884,S3,5190
Product_1884,S4,6385
Product_1885,S1,7624
Product_1885,S2,10102
Product_1885,S3,8019
Product_1885,S4,8681
Product_1886,S1,340450
Product_1886,S2,312702
Product_1886,S3,246204
Product_1886,S4,306436
Product_1887,S1,2185
Product_1887,S2,2712
Product_1887,S3,2709
Product_1887,S4,1966
Product_1888,S1,1077
Product_1888,S2,1554
Product_1888,S3,1084
Product_1888,S4,1083
Product_1889,S1,6191
Product_1889,S2,8430
Product_1889,S3,8142
Product_1889,S4,7137
Product_1890,S1,6689
Product_1890,S2,4446
Product_1890,S3,5795
Product_1890,S4,6276
Product_1891,S1,599
Product_1891,S2,706
Product_1891,S3,709
Product_1891,S4,637
Product_1892,S1,138
Product_1892,S2,177
Product_1892,S3,139
Product_1892,S4,164
Product_1893,S1,3
Product_1893,S2,4
Product_1893,S3,3
Product_1893,S4,4
Product_1894,S1,0
Product_1894,S2,0
Product_1894,S3,0
Product_1894,S4,0
Product_1895,S1,2
Product_1895,S2,2
Product_1895,S3,2
Product_1895,S4,2
Product_1896,S1,323
Product_1896,S2,247
Product_1896,S3,322
Product_1896,S4,338
Product_1897,S1,321
Product_1897,S2,431
Product_1897,S3,446
Product_1897,S4,335
Product_1898,S1,5
Product_1898,S2,4
Product_1898,S3,5
Product_1898,S4,4
Product_1899,S1,14318
Product_1899,S2,17833
Product_1899,S3,17854
Product_1899,S4,14426
Product_1900,S1,3781
Product_1900,S2,2965
Product_1900,S3,3333
Product_1900,S4,3096
Product_1901,S1,5018
Product_1901,S2,5911
Product_1901,S3,6267
Product_1901,S4,5941
Product_1903,S1,1226
Product_1903,S2,1387
Product_1903,S3,1069
Product_1903,S4,1336
Product_1904,S1,4531
Product_1904,S2,4057
Product_1904,S3,5240
Product_1904,S4,5542
Product_1905,S1,17499
Product_1905,S2,17018
Product_1905,S3,16279
Product_1905,S4,13913
Product_1906,S1,12224
Product_1906,S2,8302
Product_1906,S3,7696
Product_1906,S4,9714
Product_1907,S1,289
Product_1907,S2,239
Product_1907,S3,274
Product_1907,S4,351
Product_1908,S1,9
Product_1908,S2,9
Product_1908,S3,12
Product_1908,S4,12
Product_1909,S1,29
Product_1909,S2,21
Product_1909,S3,27
Product_1909,S4,20
Product_1910,S1,122
Product_1910,S2,99
Product_1910,S3,101
Product_1910,S4,129
Product_1916,S1,330
Product_1916,S2,403
Product_1916,S3,363
Product_1916,S4,388
Product_1917,S1,4
Product_1917,S2,3
Product_1917,S3,3
Product_1917,S4,3
Product_1919,S1,4
Product_1919,S2,6
Product_1919,S3,4
Product_1919,S4,6
Product_1920,S1,27
Product_1920,S2,24
Product_1920,S3,31
Product_1920,S4,24
Product_1921,S1,8
Product_1921,S2,8
Product_1921,S3,8
Product_1921,S4,12
Product_1922,S1,4
Product_1922,S2,4
Product_1922,S3,5
Product_1922,S4,4
Product_1923,S1,5
Product_1923,S2,6
Product_1923,S3,5
Product_1923,S4,6
Product_1924,S1,6
Product_1924,S2,5
Product_1924,S3,7
Product_1924,S4,6
Product_1926,S1,88
Product_1926,S2,58
Product_1926,S3,74
Product_1926,S4,74
Product_1927,S1,4
Product_1927,S2,4
Product_1927,S3,3
Product_1927,S4,3
Product_1928,S1,9
Product_1928,S2,12
Product_1928,S3,12
Product_1928,S4,13
Product_1929,S1,5
Product_1929,S2,6
Product_1929,S3,6
Product_1929,S4,5
Product_1930,S1,21
Product_1930,S2,17
Product_1930,S3,22
Product_1930,S4,18
Product_1931,S1,3
Product_1931,S2,3
Product_1931,S3,3
Product_1931,S4,3
Product_1932,S1,2
Product_1932,S2,2
Product_1932,S3,2
Product_1932,S4,2
Product_1933,S1,2
Product_1933,S2,2
Product_1933,S3,2
Product_1933,S4,2
Product_1934,S1,2
Product_1934,S2,2
Product_1934,S3,2
Product_1934,S4,2
Product_1936,S1,14
Product_1936,S2,12
Product_1936,S3,13
Product_1936,S4,12
Product_1937,S1,9
Product_1937,S2,9
Product_1937,S3,9
Product_1937,S4,9
Product_1938,S1,150
Product_1938,S2,154
Product_1938,S3,110
Product_1938,S4,103
Product_1939,S1,27
Product_1939,S2,36
Product_1939,S3,38
Product_1939,S4,40
Product_1940,S1,9
Product_1940,S2,7
Product_1940,S3,9
Product_1940,S4,8
Product_1941,S1,3
Product_1941,S2,3
Product_1941,S3,4
Product_1941,S4,3
Product_1942,S1,4
Product_1942,S2,4
Product_1942,S3,5
Product_1942,S4,5
Product_1943,S1,2
Product_1943,S2,2
Product_1943,S3,2
Product_1943,S4,2
Product_1944,S1,1
Product_1944,S2,1
Product_1944,S3,1
Product_1944,S4,1
Product_1945,S1,3
Product_1945,S2,2
Product_1945,S3,2
Product_1945,S4,3
Product_1946,S1,8
Product_1946,S2,7
Product_1946,S3,6
Product_1946,S4,7
Product_1947,S1,2
Product_1947,S2,2
Product_1947,S3,2
Product_1947,S4,2
Product_1948,S1,2
Product_1948,S2,2
Product_1948,S3,2
Product_1948,S4,2
Product_1949,S1,3
Product_1949,S2,3
Product_1949,S3,3
Product_1949,S4,4
Product_1950,S1,3
Product_1950,S2,3
Product_1950,S3,2
Product_1950,S4,2
Product_1951,S1,10
Product_1951,S2,10
Product_1951,S3,8
Product_1951,S4,8
Product_1952,S1,7
Product_1952,S2,6
Product_1952,S3,5
Product_1952,S4,7
Product_1953,S1,13
Product_1953,S2,15
Product_1953,S3,11
Product_1953,S4,15
Product_1954,S1,174
Product_1954,S2,170
Product_1954,S3,166
Product_1954,S4,175
Product_1955,S1,1
Product_1955,S2,1
Product_1955,S3,1
Product_1955,S4,1
Product_1956,S1,21
Product_1956,S2,18
Product_1956,S3,20
Product_1956,S4,17
Product_1961,S1,1
Product_1961,S2,1
Product_1961,S3,1
Product_1961,S4,1
Product_1962,S1,6
Product_1962,S2,7
Product_1962,S3,7
Product_1962,S4,9
Product_1963,S1,10
Product_1963,S2,7
Product_1963,S3,7
Product_1963,S4,9
Product_1964,S1,2
Product_1964,S2,2
Product_1964,S3,2
Product_1964,S4,2
Product_1965,S1,3
Product_1965,S2,3
Product_1965,S3,3
Product_1965,S4,3
Product_1966,S1,10852
Product_1966,S2,11055
Product_1966,S3,7343
Product_1966,S4,11078
Product_1967,S1,24069
Product_1967,S2,23775
Product_1967,S3,17571
Product_1967,S4,19471
Product_1968,S1,174
Product_1968,S2,162
Product_1968,S3,247
Product_1968,S4,232
Product_1969,S1,51562
Product_1969,S2,46754
Product_1969,S3,45129
Product_1969,S4,47479
Product_1970,S1,238412
Product_1970,S2,238303
Product_1970,S3,182226
Product_1970,S4,191640
Product_1971,S1,10040
Product_1971,S2,7098
Product_1971,S3,6690
Product_1971,S4,7227
Product_1972,S1,16630
Product_1972,S2,21216
Product_1972,S3,22260
Product_1972,S4,15707
Product_1973,S1,12886
Product_1973,S2,15767
Product_1973,S3,14236
Product_1973,S4,16152
Product_1974,S1,5
Product_1974,S2,4
Product_1974,S3,5
Product_1974,S4,4
Product_1975,S1,1
Product_1975,S2,1
Product_1975,S3,1
Product_1975,S4,1
Product_1977,S1,13852
Product_1977,S2,14556
Product_1977,S3,15161
Product_1977,S4,20112
Product_1978,S1,47
Product_1978,S2,41
Product_1978,S3,52
Product_1978,S4,41
Product_1979,S1,753
Product_1979,S2,1027
Product_1979,S3,886
Product_1979,S4,771
Product_1981,S1,18855
Product_1981,S2,21422
Product_1981,S3,19254
Product_1981,S4,19769
Product_1982,S1,1427
Product_1982,S2,1610
Product_1982,S3,1131
Product_1982,S4,1420
Product_1984,S1,341
Product_1984,S2,343
Product_1984,S3,343
Product_1984,S4,327
Product_1985,S1,1512
Product_1985,S2,1317
Product_1985,S3,1191
Product_1985,S4,1407
Product_1986,S1,7024
Product_1986,S2,10698
Product_1986,S3,6848
Product_1986,S4,10757
Product_1987,S1,4667
Product_1987,S2,4505
Product_1987,S3,3305
Product_1987,S4,3343
Product_1988,S1,5146
Product_1988,S2,4806
Product_1988,S3,5507
Product_1988,S4,7640
Product_1990,S1,45979
Product_1990,S2,34519
Product_1990,S3,35762
Product_1990,S4,30344
Product_1991,S1,70806
Product_1991,S2,64384
Product_1991,S3,75750
Product_1991,S4,65424
Product_1992,S1,9480
Product_1992,S2,9507
Product_1992,S3,9344
Product_1992,S4,8041
Product_1993,S1,3861
Product_1993,S2,5918
Product_1993,S3,4648
Product_1993,S4,4682
Product_1994,S1,384
Product_1994,S2,486
Product_1994,S3,470
Product_1994,S4,480
Product_1995,S1,2384
Product_1995,S2,1839
Product_1995,S3,2281
Product_1995,S4,2350
Product_1996,S1,3257
Product_1996,S2,3130
Product_1996,S3,2292
Product_1996,S4,2106
Product_1997,S1,29553
Product_1997,S2,31304
Product_1997,S3,29504
Product_1997,S4,33045
Product_1998,S1,6890
Product_1998,S2,5623
Product_1998,S3,7608
Product_1998,S4,7455
Product_1999,S1,4673
Product_1999,S2,5141
Product_1999,S3,6682
Product_1999,S4,6542
Product_2000,S1,1303
Product_2000,S2,1255
Product_2000,S3,1212
Product_2000,S4,1563
Product_2001,S1,20178
Product_2001,S2,28280
Product_2001,S3,29582
Product_2001,S4,26786
Product_2002,S1,2314
Product_2002,S2,2123
Product_2002,S3,2128
Product_2002,S4,2085
Product_2003,S1,219
Product_2003,S2,260
Product_2003,S3,268
Product_2003,S4,270
Product_2004,S1,28971
Product_2004,S2,32877
Product_2004,S3,33839
Product_2004,S4,30111
Product_2005,S1,2058
Product_2005,S2,2274
Product_2005,S3,2820
Product_2005,S4,2439
Product_2006,S1,8762
Product_2006,S2,8350
Product_2006,S3,10882
Product_2006,S4,11643
Product_2007,S1,1546
Product_2007,S2,1530
Product_2007,S3,1315
Product_2007,S4,1014
Product_2008,S1,9785
Product_2008,S2,12352
Product_2008,S3,15664
Product_2008,S4,11815
Product_2010,S1,32465
Product_2010,S2,32887
Product_2010,S3,35508
Product_2010,S4,37970
Product_2011,S1,1882
Product_2011,S2,1913
Product_2011,S3,2495
Product_2011,S4,2429
Product_2012,S1,2934
Product_2012,S2,2366
Product_2012,S3,2640
Product_2012,S4,3032
Product_2013,S1,807
Product_2013,S2,1028
Product_2013,S3,1229
Product_2013,S4,1219
Product_2014,S1,8287
Product_2014,S2,11555
Product_2014,S3,12688
Product_2014,S4,8786
Product_2015,S1,28292
Product_2015,S2,33409
Product_2015,S3,30441
Product_2015,S4,25076
Product_2016,S1,4400
Product_2016,S2,3097
Product_2016,S3,3399
Product_2016,S4,4100
Product_2017,S1,3628
Product_2017,S2,5767
Product_2017,S3,3753
Product_2017,S4,4865
Product_2018,S1,9
Product_2018,S2,9
Product_2018,S3,9
Product_2018,S4,9
Product_2019,S1,7660
Product_2019,S2,7515
Product_2019,S3,9508
Product_2019,S4,9055
Product_2020,S1,28
Product_2020,S2,30
Product_2020,S3,29
Product_2020,S4,27
Product_2021,S1,520
Product_2021,S2,813
Product_2021,S3,705
Product_2021,S4,706
Product_2023,S1,363
Product_2023,S2,447
Product_2023,S3,331
Product_2023,S4,366
Product_2024,S1,342
Product_2024,S2,494
Product_2024,S3,523
Product_2024,S4,555
Product_2025,S1,2106
Product_2025,S2,2743
Product_2025,S3,2911
Product_2025,S4,1984
Product_2026,S1,1136
Product_2026,S2,843
Product_2026,S3,875
Product_2026,S4,929
Product_2027,S1,16383
Product_2027,S2,15011
Product_2027,S3,14312
Product_2027,S4,15584
Product_2028,S1,2302
Product_2028,S2,2429
Product_2028,S3,2394
Product_2028,S4,2149
Product_2029,S1,8261
Product_2029,S2,9425
Product_2029,S3,8112
Product_2029,S4,9984
Product_2030,S1,40
Product_2030,S2,48
Product_2030,S3,52
Product_2030,S4,37
Product_2031,S1,1747
Product_2031,S2,1757
Product_2031,S3,1882
Product_2031,S4,1517
Product_2032,S1,8820
Product_2032,S2,8697
Product_2032,S3,7832
Product_2032,S4,6307
Product_2033,S1,72548
Product_2033,S2,67613
Product_2033,S3,78676
Product_2033,S4,90672
Product_2034,S1,68231
Product_2034,S2,58723
Product_2034,S3,67775
Product_2034,S4,67819
Product_2035,S1,236163
Product_2035,S2,197518
Product_2035,S3,213205
Product_2035,S4,196998
Product_2036,S1,237179
Product_2036,S2,206946
Product_2036,S3,232948
Product_2036,S4,243771
Product_2037,S1,166
Product_2037,S2,168
Product_2037,S3,249
Product_2037,S4,218
Product_2038,S1,46
Product_2038,S2,54
Product_2038,S3,63
Product_2038,S4,66
Product_2039,S1,87
Product_2039,S2,81
Product_2039,S3,98
Product_2039,S4,66
Product_2041,S1,1460
Product_2041,S2,1552
Product_2041,S3,1287
Product_2041,S4,1371
Product_2042,S1,63429
Product_2042,S2,78769
Product_2042,S3,77336
Product_2042,S4,58246
Product_2043,S1,143686
Product_2043,S2,115178
Product_2043,S3,93016
Product_2043,S4,124690
Product_2044,S1,46417
Product_2044,S2,39626
Product_2044,S3,36695
Product_2044,S4,48612
Product_2045,S1,16912
Product_2045,S2,12204
Product_2045,S3,17410
Product_2045,S4,13333
Product_2046,S1,12942
Product_2046,S2,14780
Product_2046,S3,16784
Product_2046,S4,11592
Product_2047,S1,21604
Product_2047,S2,19261
Product_2047,S3,23805
Product_2047,S4,16405
Product_2048,S1,8619
Product_2048,S2,10617
Product_2048,S3,8661
Product_2048,S4,9269
Product_2049,S1,544
Product_2049,S2,492
Product_2049,S3,484
Product_2049,S4,407
Product_2050,S1,1007
Product_2050,S2,852
Product_2050,S3,843
Product_2050,S4,1086
Product_2061,S1,142
Product_2061,S2,143
Product_2061,S3,174
Product_2061,S4,197
Product_2062,S1,2279
Product_2062,S2,1738
Product_2062,S3,2815
Product_2062,S4,1739
Product_2063,S1,1012
Product_2063,S2,954
Product_2063,S3,1191
Product_2063,S4,1467
Product_2064,S1,730
Product_2064,S2,546
Product_2064,S3,609
Product_2064,S4,763
Product_2065,S1,299
Product_2065,S2,259
Product_2065,S3,276
Product_2065,S4,232
Product_2066,S1,348
Product_2066,S2,491
Product_2066,S3,469
Product_2066,S4,397
Product_2067,S1,147
Product_2067,S2,127
Product_2067,S3,120
Product_2067,S4,115
Product_2068,S1,264
Product_2068,S2,223
Product_2068,S3,302
Product_2068,S4,311
Product_2069,S1,49
Product_2069,S2,67
Product_2069,S3,74
Product_2069,S4,62
Product_2075,S1,52
Product_2075,S2,65
Product_2075,S3,61
Product_2075,S4,81
Product_2076,S1,7
Product_2076,S2,11
Product_2076,S3,10
Product_2076,S4,10
Product_2081,S1,33
Product_2081,S2,32
Product_2081,S3,41
Product_2081,S4,35
Product_2082,S1,170
Product_2082,S2,188
Product_2082,S3,191
Product_2082,S4,180
Product_2088,S1,35
Product_2088,S2,24
Product_2088,S3,29
Product_2088,S4,28
Product_2089,S1,20
Product_2089,S2,26
Product_2089,S3,26
Product_2089,S4,21
Product_2091,S1,18
Product_2091,S2,23
Product_2091,S3,23
Product_2091,S4,20
Product_2093,S1,31
Product_2093,S2,34
Product_2093,S3,26
Product_2093,S4,33
Product_2094,S1,337
Product_2094,S2,430
Product_2094,S3,463
Product_2094,S4,324
Product_2095,S1,86
Product_2095,S2,70
Product_2095,S3,78
Product_2095,S4,60
Product_2096,S1,176
Product_2096,S2,191
Product_2096,S3,148
Product_2096,S4,204
Product_2098,S1,8
Product_2098,S2,9
Product_2098,S3,9
Product_2098,S4,6
Product_2100,S1,1544
Product_2100,S2,947
Product_2100,S3,1118
Product_2100,S4,1237
Product_2101,S1,251
Product_2101,S2,186
Product_2101,S3,173
Product_2101,S4,237
Product_2102,S1,4
Product_2102,S2,3
Product_2102,S3,4
Product_2102,S4,4
Product_2103,S1,4
Product_2103,S2,5
Product_2103,S3,5
Product_2103,S4,5
Product_2104,S1,55
Product_2104,S2,68
Product_2104,S3,55
Product_2104,S4,56
Product_2105,S1,3
Product_2105,S2,3
Product_2105,S3,3
Product_2105,S4,3
Product_2106,S1,77
Product_2106,S2,51
Product_2106,S3,47
Product_2106,S4,75
Product_2109,S1,1
Product_2109,S2,1
Product_2109,S3,1
Product_2109,S4,1
Product_2110,S1,7
Product_2110,S2,7
Product_2110,S3,7
Product_2110,S4,5
Product_2111,S1,1
Product_2111,S2,1
Product_2111,S3,1
Product_2111,S4,1
Product_2113,S1,1
Product_2113,S2,1
Product_2113,S3,1
Product_2113,S4,1
Product_2114,S1,25
Product_2114,S2,24
Product_2114,S3,28
Product_2114,S4,34
Product_2115,S1,2
Product_2115,S2,2
Product_2115,S3,2
Product_2115,S4,2
Product_2116,S1,1
Product_2116,S2,1
Product_2116,S3,1
Product_2116,S4,1
Product_2128,S1,15
Product_2128,S2,15
Product_2128,S3,12
Product_2128,S4,14
Product_2131,S1,23
Product_2131,S2,31
Product_2131,S3,26
Product_2131,S4,27
Product_2132,S1,6
Product_2132,S2,7
Product_2132,S3,8
Product_2132,S4,9
Product_2134,S1,56
Product_2134,S2,39
Product_2134,S3,51
Product_2134,S4,56
Product_2136,S1,303
Product_2136,S2,265
Product_2136,S3,212
Product_2136,S4,223
Product_2138,S1,14
Product_2138,S2,16
Product_2138,S3,12
Product_2138,S4,15
Product_2140,S1,42
Product_2140,S2,54
Product_2140,S3,37
Product_2140,S4,35
Product_2142,S1,220
Product_2142,S2,242
Product_2142,S3,210
Product_2142,S4,185
Product_2143,S1,21
Product_2143,S2,27
Product_2143,S3,17
Product_2143,S4,21
Product_2144,S1,49
Product_2144,S2,58
Product_2144,S3,38
Product_2144,S4,51
Product_2148,S1,1324
Product_2148,S2,1696
Product_2148,S3,1552
Product_2148,S4,1444
Product_2149,S1,297
Product_2149,S2,343
Product_2149,S3,351
Product_2149,S4,298
Product_2150,S1,1927
Product_2150,S2,2559
Product_2150,S3,1936
Product_2150,S4,1969
Product_2151,S1,8
Product_2151,S2,9
Product_2151,S3,8
Product_2151,S4,7
Product_2152,S1,9
Product_2152,S2,11
Product_2152,S3,9
Product_2152,S4,11
Product_2153,S1,584
Product_2153,S2,380
Product_2153,S3,481
Product_2153,S4,479
Product_2154,S1,106
Product_2154,S2,104
Product_2154,S3,82
Product_2154,S4,89
Product_2155,S1,107
Product_2155,S2,138
Product_2155,S3,131
Product_2155,S4,137
Product_2157,S1,65
Product_2157,S2,71
Product_2157,S3,65
Product_2157,S4,73
Product_2158,S1,28
Product_2158,S2,30
Product_2158,S3,28
Product_2158,S4,27
Product_2159,S1,103
Product_2159,S2,79
Product_2159,S3,89
Product_2159,S4,81
Product_2160,S1,162
Product_2160,S2,183
Product_2160,S3,162
Product_2160,S4,143
Product_2163,S1,19
Product_2163,S2,26
Product_2163,S3,22
Product_2163,S4,26
Product_2166,S1,284
Product_2166,S2,339
Product_2166,S3,321
Product_2166,S4,342
Product_2167,S1,4035
Product_2167,S2,4221
Product_2167,S3,3258
Product_2167,S4,3892
Product_2168,S1,1562
Product_2168,S2,1298
Product_2168,S3,1363
Product_2168,S4,1707
Product_2169,S1,173
Product_2169,S2,150
Product_2169,S3,196
Product_2169,S4,157
,,49
,,4427
Product_0002,S1,339116
Product_0002,S2,490154
Product_0002,S3,467291
Product_0002,S4,471773
Product_0003,S1,412
Product_0003,S2,457
Product_0003,S3,517
Product_0003,S4,357
Product_0012,S1,0
Product_0012,S2,0
Product_0012,S3,0
Product_0012,S4,0
Product_0021,S1,24474
Product_0021,S2,26206
Product_0021,S3,24272
Product_0021,S4,26743
Product_0031,S1,23705
Product_0031,S2,26806
Product_0031,S3,24734
Product_0031,S4,25457
Product_0033,S1,691836
Product_0033,S2,792865
Product_0033,S3,563134
Product_0033,S4,542075
Product_0034,S1,3
Product_0034,S2,3
Product_0034,S3,4
Product_0034,S4,3
Product_0036,S1,109
Product_0036,S2,136
Product_0036,S3,85
Product_0036,S4,91
Product_0050,S1,1
Product_0050,S2,1
Product_0050,S3,1
Product_0050,S4,1
Product_0063,S1,105192
Product_0063,S2,94453
Product_0063,S3,88696
Product_0063,S4,114079
Product_0064,S1,20849
Product_0064,S2,25420
Product_0064,S3,30515
Product_0064,S4,20015
Product_0070,S1,194821
Product_0070,S2,191068
Product_0070,S3,192964
Product_0070,S4,173247
Product_0071,S1,285119
Product_0071,S2,234039
Product_0071,S3,264599
Product_0071,S4,230620
Product_0077,S1,60444
Product_0077,S2,55493
Product_0077,S3,82949
Product_0077,S4,83875
Product_0082,S1,955495
Product_0082,S2,1162509
Product_0082,S3,756854
Product_0082,S4,1015377
Product_0083,S1,2795549
Product_0083,S2,3211160
Product_0083,S3,3342298
Product_0083,S4,3187366
Product_0084,S1,865961
Product_0084,S2,983502
Product_0084,S3,886445
Product_0084,S4,945528
Product_0094,S1,259985
Product_0094,S2,293184
Product_0094,S3,213087
Product_0094,S4,245794
Product_0106,S1,1
Product_0106,S2,1
Product_0106,S3,1
Product_0106,S4,1
Product_0110,S1,5
Product_0110,S2,6
Product_0110,S3,6
Product_0110,S4,8
Product_0111,S1,13
Product_0111,S2,11
Product_0111,S3,13
Product_0111,S4,11
Product_0112,S1,12
Product_0112,S2,11
Product_0112,S3,13
Product_0112,S4,11
Product_0115,S1,25
Product_0115,S2,23
Product_0115,S3,24
Product_0115,S4,28
Product_0117,S1,448
Product_0117,S2,393
Product_0117,S3,315
Product_0117,S4,502
Product_0118,S1,1
